instruction,model_output,parsed_title,title_in_dataset,matched_by,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients,corrected_output,correction_type,correction_reason
Recommend a high-fiber recipe with at least 4g fiber.,"Homemade Bagels - 6.2g dietary fiber, 351.5 calories, 73.4g total carbs.",Homemade Bagels,True,exact,False,True,False,{'fiber_min': 4.0},"{'calories': 351.5, 'fiber': 6.2}",[],"Homemade Bagels - 314 calories, 9.7g protein, 849mg sodium, ready in 12 minutes, serves 12. Ingredients: {'': [('instant yeast', '1  time(s) teaspoon '), ('unbleached bread flour', '4  time(s) cups '), ('water, at room temperature', '2 1/2 time(s) cups '), ('instant yeast', '0.5 time(s) teaspoon '), ('bread flour', '3 3/4 time(s) cups '), ('salt', '2 3/4 time(s) teaspoons '), ('honey', '1  time(s) tablespoon '), ('baking soda', '1  time(s) tablespoon '), ('cornmeal or $template2$, for dusting', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a balanced meal with moderate calories and good protein.,"Baked Potato - 274.8 calories, 5.4g protein, 7.4g fat, 49.5g carbs.",Baked Potato,True,exact,False,True,False,{'balanced': True},"{'calories': 274.8, 'protein': 5.4, 'carbs': 49.5, 'total_fat': 7.4}",[],"Baked Potato - 869 calories, 54.4g protein, 1715mg sodium, ready in 20 minutes, serves 1. Ingredients: {'': [('jacket potato', '1  time(s) ')], 'toppings either': [('cheddar cheese, grated', '0.25 time(s) cup '), ('cottage cheese', '0.25 time(s) cup '), ('tuna in water, drained with', '80  time(s) g '), ('sweetcorn', '0.25 time(s) cup '), ('cheddar cheese grated)', '200  time(s) g baked beans (cooked, by itself or with 1/4 cup '), ('butter', '1  time(s) tablespoon '), ('ham, shredded with', '0.25 time(s) cup '), ('cheddar cheese', '0.25 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 130 calories.,"Homemade Corn Dogs - 130.7 calories, 1.8g protein, ready in 20 minutes.",Homemade Corn Dogs,True,exact,False,True,False,{'calories_max': 130.0},"{'calories': 130.7, 'protein': 1.8, 'duration': 20.0}",[],"Homemade Corn Dogs - 224 calories, 8.0g protein, 658mg sodium, ready in 20 minutes, serves 12. Ingredients: {'': [('egg, beaten', '1  time(s) '), ('milk', '1  time(s) cup '), ('cornmeal', '0.5 time(s) cup '), ('salt', '0.5 time(s) teaspoon '), ('whole wheat flour', '1  time(s) cup '), ('baking powder', '1  time(s) teaspoon '), ('sugar', '1  time(s) tablespoon '), ('hot dogs', '12  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 164 calories.,"Raspberry-Strawberry Trifle - 164.1 calories, 3.3g protein, ready in 45 minutes.",Raspberry,True,substring,False,True,False,{'calories_max': 164.0},"{'calories': 164.1, 'protein': 3.3, 'duration': 45.0}",[],"Raspberry and Whisky Cheesecake - 762 calories, 7.3g protein, 505mg sodium, ready in 95 minutes, serves 6. Ingredients: {'ingredients for the filling': [('cream cheese', '8  time(s) ounces '), ('caster sugar (granulated sugar in north america)', '2  time(s) ounces '), ('double cream', '10  time(s) fluid ounces '), ('scotch whisky', '1  time(s) tablespoon ')], 'ingredients for the base': [('butter', '4  time(s) ounces '), ('digestive biscuits (also known as graham crackers in some parts of the world)', '8  time(s) ounces '), ('scotch whisky', '1  time(s) tablespoon ')], 'ingredients for the topping': [('raspberries', '8  time(s) ounces '), ('honey', '2  time(s) tablespoons '), ('scotch whisky', '3  time(s) fluid ounces '), ('arrowroot', '3  time(s) teaspoons '), ('caster sugar (superfine sugar in north america)', '1  time(s) teaspoon '), ('whipping cream', '5  time(s) fluid ounces '), ('scotch whisky', '1  time(s) tablespoon ')]}",fix_claims,numeric claims diverged (matched_by=substring)
Suggest a ingredients recipe under 250 calories.,"Chicken Salad - 250.0 calories, 20.0g protein, ready in 10 minutes.",Chicken Salad,True,exact,True,True,False,{'calories_max': 250.0},"{'calories': 250.0, 'protein': 20.0, 'duration': 10.0}",[],"Chicken Salad - 238 calories, 35.2g protein, 142mg sodium, ready in 40 minutes, serves 2. Ingredients: {'': [('cooked chicken, chopped', '2  time(s) cups '), ('celery, chopped', '1  time(s) '), ('mayonnaise', '0.5 time(s) cup '), ('soy sauce', '0.125 time(s) teaspoon '), ('white pepper', '0.125 time(s) teaspoon ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 375 calories.,"Mushroom and Red Pepper Frittata - 375.8 calories, 11.3g protein, ready in 30 minutes.",Mushroom and Red Pepper Frittata,True,exact,False,True,False,{'calories_max': 375.0},"{'calories': 375.8, 'protein': 11.3, 'duration': 30.0}",[],"Mushroom and Red Pepper Frittata - 422 calories, 25.0g protein, 896mg sodium, ready in 60 minutes, serves 6. Ingredients: {'': [('butter', '3  time(s) tablespoons '), ('onion, finely chopped', '1  time(s) '), ('clove garlic, minced', '1  time(s) '), ('mushroom, sliced', '1  time(s) lb '), ('red peppers, diced', '2  time(s) '), ('fresh parsley, chopped', '3  time(s) tablespoons '), ('eggs', '8 time(s) '), ('milk', '1 1/2 time(s) cups '), ('cheddar cheese, grated', '2  time(s) cups '), ('salt', '1  time(s) teaspoon '), ('fresh ground black pepper', '0.25 time(s) teaspoon '), ('fresh breadcrumb', '0.5 time(s) cup '), ('grated parmesan cheese', '3  time(s) tablespoons ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Recommend a quick recipe that takes less than 30 minutes.,"Sausage and Apple Stuffing - Takes 25 minutes, 272.0 calories, serves 4.",Sausage and Apple Stuffing,True,exact,False,True,False,{'duration_max': 30.0},"{'calories': 272.0, 'duration': 25.0, 'serves': 4.0}",[],"Sausage and Apple Stuffing - 726 calories, 24.0g protein, 1818mg sodium, ready in 270 minutes, serves 8. Ingredients: {'': [('butter', '0.5 time(s) cup '), ('links sweet italian sausage, diced', '3  time(s) '), ('apples, peeled, cored and diced', '2  time(s) '), ('onion, diced', '1  time(s) cup '), ('celery, diced', '1  time(s) cup '), ('salt', '1  time(s) teaspoon '), ('sage', '2  time(s) tablespoons '), ('day old french bread', '12  time(s) cups '), ('chicken stock (or more)', '2  time(s) cups ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a balanced meal with moderate calories and good protein.,"Bacon, Egg, and Tomato Sandwich - 253.2 calories, 13.4g protein, 7.4g fat, 35.2g carbs.","Bacon, Egg, and Tomato Sandwich",True,fuzzy,False,True,False,{'balanced': True},"{'calories': 253.2, 'protein': 13.4, 'carbs': 35.2, 'total_fat': 7.4}",[],"Bacon, Slaw and Tomato Sandwich - 281 calories, 6.7g protein, 499mg sodium, ready in 10 minutes, serves 2. Ingredients: {'': [('slices thick-cut bacon', '4  time(s) '), ('pieces white bread, toasted', '4  time(s) '), ('mayonnaise', '2  time(s) tablespoons '), ('cabbage slaw with dill', '0.5 time(s) cup '), ('large heirloom tomato', '1  time(s) '), ('salt and pepper', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Find a high-protein recipe with at least 30g protein.,"Crockpot Chicken - 34.3g protein, 267.8 calories, 7.8g fat, 0.0g carbs.",Crockpot Chicken,True,substring,False,True,False,{'protein_min': 30.0},"{'calories': 267.8, 'protein': 34.3, 'carbs': 0.0, 'total_fat': 7.8}",[],"Autumn Crockpot Chicken With Squashes and Zuchinni - 119 calories, 12.0g protein, 146mg sodium, ready in 190 minutes, serves 6. Ingredients: {'': [('whole boneless skinless chicken breast', '1  time(s) '), ('large white onion', '1  time(s) '), ('small mixed squash', '1  time(s) lb '), ('zucchini', '2 time(s) '), ('button mushroom', '0.5 time(s) lb '), ('stewed tomatoes (can use diced, crushed, sliced or whole)', '1 time(s) (8 ounce) can '), ('seasoning salt, pepper to taste', '1  time(s) tablespoon '), ('dried basil', '1  time(s) tablespoon '), ('white wine', '0.25 time(s) cup '), ('olive oil', '2  time(s) teaspoons ')]}",fix_claims,numeric claims diverged (matched_by=substring)
Suggest a balanced meal with moderate calories and good protein.,"Peanut Butter and Jelly Sandwich - 235.7 calories, 4.6g protein, 8.5g fat, 40.7g carbs.",Peanut Butter and Jelly Sandwich,True,exact,False,True,False,{'balanced': True},"{'calories': 235.7, 'protein': 4.6, 'carbs': 40.7, 'total_fat': 8.5}",[],"Peanut Butter and Jelly Sandwich - 283 calories, 7.9g protein, 335mg sodium, ready in 6 minutes, serves 1. Ingredients: {'': [('jam', '1  time(s) tablespoon '), ('peanut butter', '1  time(s) tablespoon '), ('slices bread', '2  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 23g protein.,"Tuna Salad - 27.8g protein, 256.0 calories, 10.7g fat, 2.5g carbs.",Tuna Salad,True,exact,False,True,False,{'protein_min': 23.0},"{'calories': 256.0, 'protein': 27.8, 'carbs': 2.5, 'total_fat': 10.7}",[],"Tuna Salad - 170 calories, 20.3g protein, 444mg sodium, ready in 5 minutes, serves 2. Ingredients: {'': [('solid white tuna packed in water, drained', '1 time(s) (6 ounce) can '), ('mayonnaise', '2  time(s) tablespoons '), ('dijon mustard', '0.5 time(s) teaspoon '), ('grated carrots', '2  time(s) tablespoons '), ('salt & freshly ground black pepper', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe around 798 calories.,"Caramelized Onion and Feta Tart - 798.3 calories, 36.1g protein, ready in 70 minutes.",Caramelized Onion and Feta Tart,True,fuzzy,False,True,False,"{'calories_min': 748.0, 'calories_max': 848.0}","{'calories': 798.3, 'protein': 36.1, 'duration': 70.0}",[],"Caramelized Onion and Rice Tart - 304 calories, 12.1g protein, 283mg sodium, ready in 50 minutes, serves 8. Ingredients: {'': [('butter or 1 tablespoon $template2$', '1  time(s) tablespoon '), ('sliced sweet onions (such as vidalia)', '4  time(s) cups '), ('light brown sugar', '1  time(s) tablespoon '), ('cooked rice', '3  time(s) cups '), ('freshly grated parmesan cheese', '0.6666666666666666 time(s) cup '), ('eggs', '3 time(s) '), ('shredded smoked gouda cheese or 1 cup $template2$', '1  time(s) cup '), ('chopped pecans', '0.5 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
List a low-sodium recipe under 2109mg sodium.,"Honey Mustard Chicken - 2109.7mg sodium, 347.3 calories, 55 minutes prep time.",Honey Mustard Chicken,True,exact,True,True,False,"{'calories_max': 2109.0, 'sodium_max': 2109.0}","{'calories': 347.3, 'sodium': 2109.7, 'duration': 55.0}",[],"Honey Mustard Chicken - 710 calories, 53.7g protein, 435mg sodium, ready in 40 minutes, serves 4. Ingredients: {'': [('dijon mustard', '0.3333333333333333 time(s) cup '), ('honey', '0.3333333333333333 time(s) cup '), ('$template2$', '2  time(s) tablespoons chopped fresh dill or 1 tablespoon '), ('freshly grated orange rind', '1  time(s) teaspoon '), ('chicken, quartered or 1 package $template2$', '1 time(s) (2 1/2 lb) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Red Pepper Pasta - 348.1 calories, 18.5g protein, 13.4g fat, 40.0g carbs.",Chicken and Red Pepper Pasta,True,fuzzy,False,True,False,{'balanced': True},"{'calories': 348.1, 'protein': 18.5, 'carbs': 40.0, 'total_fat': 13.4}",[],"Chicken And Pepper Pasta - 753 calories, 32.9g protein, 208mg sodium, ready in 5 minutes, serves 2. Ingredients: {'': [('fettuccine pasta', '200  time(s) g '), ('chicken', '200  time(s) g '), ('carrot', '1 time(s) '), ('chicken stock', '0.5 time(s) cup '), ('medium red capsicums', '2  time(s) '), ('dried garlic', '6  time(s) '), ('olive oil', '3  time(s) tablespoons '), ('salt', ' time(s) '), ('black pepper', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Suggest a balanced meal with moderate calories and good protein.,"Fruit Dip - 69.9 calories, 0.3g protein, 3.3g fat, 10.7g carbs.",Fruit Dip,True,exact,False,True,False,{'balanced': True},"{'calories': 69.9, 'protein': 0.3, 'carbs': 10.7, 'total_fat': 3.3}",[],"fruit dip - 158 calories, 3.4g protein, 134mg sodium, ready in 10 minutes, serves 10. Ingredients: {'': [('large marshmallow creme', '1  time(s) '), ('packages cream cheese', '2 time(s) (8 ounce) '), ('grated orange rind', '1  time(s) teaspoon '), ('dash ginger', '1  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Recommend a quick recipe that takes less than 60 minutes.,"Jalapeno Popper Dip - Takes 45 minutes, 174.1 calories, serves 8.",Jalapeno Popper Dip,True,exact,True,True,False,{'duration_max': 60.0},"{'calories': 174.1, 'duration': 45.0, 'serves': 8.0}",[],"Jalapeno Popper Dip - 370 calories, 8.7g protein, 750mg sodium, ready in 40 minutes, serves 8. Ingredients: {'': [('packages cream cheese, softened', '2 time(s) (8 ounce) '), ('mayonnaise', '1  time(s) cup '), ('diced green chilies (drained)', '1 time(s) (4 ounce) can '), ('diced jalapeno peppers (drained)', '1 time(s) (4 ounce) can '), ('grated parmesan cheese', '1  time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 2307mg sodium.,"Cheddar Cheese & Bacon Soup - 2229.4mg sodium, 264.9 calories, 25 minutes prep time.",Cheddar Cheese & Bacon Soup,True,fuzzy,True,True,False,"{'calories_max': 2307.0, 'sodium_max': 2307.0}","{'calories': 264.9, 'sodium': 2229.4, 'duration': 25.0}",[],"Cheddar Cheese & Ham Soup - 352 calories, 19.9g protein, 855mg sodium, ready in 20 minutes, serves 6. Ingredients: {'': [('butter', '3  time(s) tablespoons '), ('carrots, chopped fine', '2  time(s) '), ('stalks celery, chopped fine', '2  time(s) '), ('onion, minced', '1  time(s) '), ('cooked ham', '1/2-2/ time(s) cup '), ('mushrooms, chopped', '4  time(s) '), ('flour', '4  time(s) tablespoons '), ('paprika', '0.5 time(s) teaspoon '), ('dry mustard', '0.5 time(s) teaspoon '), ('chicken broth', '4  time(s) cups '), ('milk', '2  time(s) cups '), ('cheddar cheese, shredded', '2 -3  time(s) cups '), ('salt and pepper', ' time(s) '), ('chopped parsley', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
List a low-sodium recipe under 310mg sodium.,"Lemon and Herb Marinated Chicken - 300.8mg sodium, 244.3 calories, 35 minutes prep time.",Lemon and Herb Marinated Chicken,True,fuzzy,False,True,False,"{'calories_max': 310.0, 'sodium_max': 310.0}","{'calories': 244.3, 'sodium': 300.8, 'duration': 35.0}",[],"Lemon and Herb Roasted Chicken - 687 calories, 38.2g protein, 153mg sodium, ready in 70 minutes, serves 4. Ingredients: {'': [('unsalted butter, softened', '0.5 time(s) cup '), ('fresh rosemary, chopped', '2  time(s) teaspoons '), ('lemons, thinly sliced', '2  time(s) '), ('chickens', '1 time(s) (3 lb) roasting ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Asparagus Stir-Fry - 264.1 calories, 22.9g protein, 7.9g fat, 25.7g carbs.",Chicken and Asparagus Stir,True,substring,True,True,False,{'balanced': True},"{'calories': 264.1, 'protein': 22.9, 'carbs': 25.7, 'total_fat': 7.9}",[],"Lemon Chicken and Asparagus Stir Fry - 163 calories, 22.3g protein, 527mg sodium, ready in 40 minutes, serves 4. Ingredients: {'': [('reduced sodium soy sauce', '3  time(s) tablespoons '), ('fresh lemon juice', '3  time(s) tablespoons '), ('lemon zest, grated', '1  time(s) teaspoon '), ('cornstarch', '1  time(s) teaspoon '), ('boneless skinless chicken breast, cut in strips', '0.75 time(s) lb '), ('canola oil', '1  time(s) tablespoon '), ('garlic cloves, finely chopped', '2  time(s) '), ('scallions, cut into 1-inch diagonal pieces', '4  time(s) '), ('asparagus, cut into diagonal pieces (discard tough part of spear)', '0.5 time(s) lb '), ('carrot, julienned', '1  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=substring)
Recommend a high-fiber recipe with at least 4g fiber.,"Dad's Barbecued Ribs - 5.6g dietary fiber, 460.7 calories, 38.2g total carbs.",Dad's Barbecued Ribs,True,fuzzy,False,True,False,{'fiber_min': 4.0},"{'calories': 460.7, 'fiber': 5.6}",[],"Duke's Barbecued Ribs - 2608 calories, 178.2g protein, 2358mg sodium, ready in 210 minutes, serves 3. Ingredients: {'': [('spareribs', '4  time(s) lbs '), ('water', '0.5 time(s) cup '), ('finely chopped onion', '1  time(s) cup '), ('catsup', '1  time(s) cup '), ('water', '1  time(s) cup '), ('salt', '1  time(s) teaspoon '), ('worcestershire sauce', '2  time(s) tablespoons '), ('tabasco sauce', '0.25 time(s) teaspoon '), ('vinegar', '0.5 time(s) cup '), ('molasses', '0.25 time(s) cup '), ('dry mustard', '2  time(s) teaspoons '), ('paprika', '1  time(s) teaspoon ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Suggest a balanced meal with moderate calories and good protein.,"Grilled Chicken Breast - 230.4 calories, 39.7g protein, 10.1g fat, 0.0g carbs.",Grilled Chicken Breast,True,exact,True,True,False,{'balanced': True},"{'calories': 230.4, 'protein': 39.7, 'carbs': 0.0, 'total_fat': 10.1}",[],"Grilled Chicken Breast - 127 calories, 15.2g protein, 434mg sodium, ready in 15 minutes, serves 6. Ingredients: {'': [('chicken breasts, grilled and cut into cubes', '3  time(s) '), ('salt', '1  time(s) teaspoon '), ('garlic powder', '1  time(s) teaspoon '), ('pepper', '0.5 time(s) teaspoon ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 26g protein.,"Sausage and Rice Stuffed Peppers - 28.8g protein, 340.4 calories, 7.9g fat, 44.4g carbs.",Sausage and Rice Stuffed Peppers,True,fuzzy,False,True,False,{'protein_min': 26.0},"{'calories': 340.4, 'protein': 28.8, 'carbs': 44.4, 'total_fat': 7.9}",[],"Lentil and Rice Stuffed Peppers - 288 calories, 13.7g protein, 463mg sodium, ready in 90 minutes, serves 4. Ingredients: {'': [('vegetable broth (or chicken broth, low-fat, low-sodium)', '1 1/4 time(s) cups '), ('brown rice', '0.75 time(s) cup '), ('salt', '0.25 time(s) teaspoon '), ('dried thyme', '0.25 time(s) teaspoon '), ('small carrot, shredded', '1  time(s) '), ('zucchini, trimmed and shredded', '0.5 time(s) '), ('chopped parsley', '2  time(s) tablespoons '), ('tomato sauce, divided', '0.75 time(s) cup '), ('egg', '1 time(s) '), ('grated parmesan cheese', '2  time(s) tablespoons '), ('or 1/2c. dry lentils, cooked)', '1 1/3 time(s) cups cooked lentils (one 16-oz. can '), ('large bell peppers', '4  time(s) '), ('water', '0.5 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
